269.56 16.6784 -0.525471 -0.255153
78.7441 11.6845 0.270671 0.951582
8.7257 4.81817 0.968722 0.942588
76.0438 10.9458 0.723846 -0.134394
7.92554 6.63495 -0.0948226 -0.121675
246.185 15.7833 0.23119 -0.676279
87.7608 13.7757 -0.930861 -0.183289
54.6853 12.1102 -0.953047 0.120105
88.4868 13.791 -0.934049 -0.958825
87.2853 13.9044 -0.991598 0.446725
44.2122 8.66704 0.987068 0.824978
61.4364 13.7537 0.906782 0.975533
252.56 16.3359 -0.396745 -0.561075
20.5817 5.25546 0.447009 0.41252
29.4006 5.7201 0.929412 -0.570106
148.694 13.3874 -0.206103 0.697061
-4.54773 7.18173 0.980977 -nan
33.5433 6.54406 -0.661417 -0.186935
1.2684 3.3239 -0.206809 0.7535
32.5832 10.8229 -0.99663 -0.933907
92.7032 13.8545 -0.937014 -0.322997
78.3293 12.3433 -0.154542 -0.674796
76.1578 9.54792 -0.403925 -0.968432
81.5626 10.1142 0.058345 -0.0216301
26.5819 6.59648 0.884715 -0.240507
41.8851 10.3424 0.983822 0.62077
335.352 18.3804 0.726868 0.334032
9.0329 6.00436 -0.857382 -0.311003
37.9947 11.6444 -0.913793 0.280552
39.3747 9.21729 -0.987086 0.00514683
93.4806 13.7941 -0.899471 -0.928496
79.4726 10.2143 0.415409 -0.73867
23.1329 10.3876 0.993007 -0.858132
319.689 18.0133 0.888179 0.792864
81.4627 13.7808 -0.964128 -0.146542
82.4521 12.9092 0.793567 -0.0397648
82.652 13.8279 -0.953253 -0.303755
35.0828 8.7858 0.953423 -0.257583
46.0167 12.8553 -0.977588 -0.885393
84.0269 13.7904 -0.969361 -0.331468
12.6919 3.89269 -0.671772 0.431166
88.1345 13.8124 -0.992254 -0.382851
280.134 17.0389 0.98855 0.761929
81.5663 10.3341 -0.572945 -0.905652
47.9854 7.80373 -0.974519 -0.932848
8.79637 7.14351 0.976001 -0.813704
81.8571 13.3743 -0.964429 -0.925372
78.4342 13.7596 0.992479 -0.162425
70.33 13.242 0.992341 -0.333252
171.87 14.1212 0.837963 0.605823
17.5574 13.8374 -0.998915 -0.993208
80.2752 13.7795 -0.962846 -0.624066
98.183 13.8723 -0.272528 -0.983597
81.2761 13.7842 0.994571 0.111801
15.2775 4.46575 0.889442 0.538536
82.515 11.305 0.949238 -0.0421759
92.1109 13.7665 0.133657 0.0489318
110.189 14.1979 0.998208 0.0235088
80.0544 13.7638 -0.892575 -0.970139
4.9249 3.16174 -0.5258 0.491746
81.2265 13.7888 -0.247783 0.221668
16.4328 5.16505 0.170679 -0.682646
92.2608 10.8176 -0.697449 0.525701
91.2107 11.2767 -0.863126 -0.802833
78.0372 13.8188 0.776679 0.691256
82.7496 12.5658 0.708056 0.466495
55.146 13.5361 0.857548 0.916879
93.4555 12.0881 -0.866779 -0.389902
100.697 13.1495 0.995209 -0.505655
290.981 17.191 0.189131 -0.318184
88.6607 12.883 -0.986965 0.0509237
92.8486 13.845 -0.600737 -0.915068
-7.02529 4.99481 -0.858343 -nan
163.925 13.0463 -0.635783 -0.27523
10.2252 7.96358 -0.984044 0.760552
20.8267 13.7864 -0.428562 -0.997705
235.438 15.8276 0.650614 0.735371
112.165 11.4858 -0.476414 -0.478969
22.6351 6.79485 0.987362 -0.905283
33.1068 12.6641 -0.996712 -0.47943
81.4964 13.7911 0.948737 0.248549
15.741 6.31735 -0.64433 0.501704
78.1259 9.87731 0.753484 -0.803385
98.069 13.7814 0.888158 0.202262
79.3045 11.7335 -0.684625 0.497283
168.967 13.4378 0.396189 0.545634
15.0219 5.27523 0.947228 0.250546
80.544 9.17748 0.844465 -0.188627
81.666 10.0722 0.176246 -0.0671705
2.02218 4.81912 -0.881161 0.958694
86.1908 13.7801 0.927584 0.0425421
119.047 12.0106 -0.850875 0.942813
22.6218 7.88681 0.789955 0.776839
4.23343 3.28861 -0.822492 0.579195
12.0151 5.07973 0.925839 0.868577
89.4261 14.0344 0.972149 -0.342641
13.4934 6.46869 -0.970768 -0.199087
269.966 16.6569 -0.744914 -0.771131
25.0987 10.855 -0.996091 -0.58034
311.785 17.7684 0.121355 0.0745532
90.2326 13.8066 0.907129 0.573593
6.74711 3.18316 0.337956 0.194878
71.8805 13.7932 -0.964478 -0.955502
38.0955 13.3601 0.478594 0.979048
273.106 16.859 -0.622493 -0.684162
59.119 13.1656 -0.99933 -0.488052
77.5469 13.7723 0.974876 0.241084
91.1296 11.8105 0.45962 0.162487
79.6372 13.789 0.8964 0.851034
96.7287 10.449 0.862944 -0.845179
257.213 16.2384 -0.745633 0.384137
83.1862 9.23062 -0.585351 -0.546187
311.023 17.7832 0.63648 0.59924
7.40373 3.75691 -0.289688 -0.332752
271.885 16.9061 0.809449 0.946139
13.8676 4.69256 -0.921061 -0.760875
80.9319 13.9486 0.963495 0.771332
-13.807 6.89306 -0.954154 -nan
4.86127 5.30615 0.0900648 0.49888
287.303 17.1365 -0.288079 -0.244816
74.0957 13.7935 -0.993404 -0.740424
233.353 15.6776 -0.663175 -0.0939904
-2.47925 4.77949 -0.96441 -nan
75.3729 13.7463 0.561618 0.541668
74.6201 10.3891 0.743456 -0.963179
68.9384 13.767 0.940585 0.969136
31.1954 11.9704 0.98541 0.830789
113.83 12.3591 -0.692817 0.823266
287.955 17.1592 0.646349 0.609106
88.4868 13.7733 -0.944555 -0.796194
278.946 17.0701 -0.590767 0.132047
273.468 16.9323 -0.688241 -0.784138
89.8143 13.7824 0.23446 0.148353
7.24434 6.89435 -0.187324 -0.190232
2.14723 3.91006 -0.860711 -0.913612
97.5707 14.1667 0.999026 -0.691519
15.4302 5.9418 0.985869 -0.877526
91.3354 13.6199 -0.845277 0.270723
27.6941 9.49429 -0.987811 0.863442
-5.30758 8.29608 -0.966762 -nan
-48.6947 13.7947 0.998997 -nan
34.9108 8.38827 0.540488 0.407801
321.452 17.9849 -0.153662 -0.546131
320.773 17.9939 0.721485 0.455844
173.523 13.8109 -0.904548 -0.868604
326.833 18.1609 -0.260829 -0.125954
298.517 17.4408 0.474931 0.550954
119.934 12.3959 0.813097 -0.57118
69.6429 13.6902 0.998215 0.633565
69.4303 10.7068 0.344921 0.811644
268.353 16.6824 -0.0306718 0.491775
6.98692 3.24828 0.642061 -0.381796
87.0305 13.7019 0.987112 -0.843249
151.281 13.953 0.868415 0.722838
210.919 14.787 -0.657205 -0.680147
5.63184 3.54573 0.325907 -0.778842
90.0387 12.9567 0.998592 0.543109
118.479 14.0835 -0.972897 -0.852917
77.2967 12.1547 0.810893 0.0981611
61.5656 13.7507 -0.954071 0.184033
35.607 7.05479 0.924911 0.875818
57.5716 13.7961 -0.996614 -0.990787
79.2638 13.7816 0.300251 0.877565
18.0453 4.73299 0.5862 0.247881
272.669 16.638 0.127008 0.298455
-55.7481 13.778 0.996838 -nan
80.057 13.7717 -0.781 -0.0045739
86.3259 13.7959 0.947135 0.112896
91.6703 12.8028 0.871718 0.00106427
78.6308 13.779 0.263396 -0.564918
144.725 14.2657 -0.746375 -0.821592
68.4641 13.7741 0.966361 -0.487092
47.3619 13.564 0.968845 0.768627
204.483 15.584 0.777551 0.870661
302.603 17.5855 0.0944402 -0.689247
-26.3929 12.4261 -0.997359 -nan
-14.3454 7.78225 0.992537 -nan
80.5577 13.759 0.994694 0.990598
84.4148 13.7813 -0.949279 -0.384936
26.4346 8.29897 0.97936 -0.557874
79.4634 13.7703 0.96212 0.233603
4.02015 3.7606 0.370849 0.819144
78.3164 11.3693 -0.632217 -0.0580961
109.932 13.9521 0.772802 0.743112
209.674 14.6117 -0.849323 -0.752437
97.8213 11.6068 0.232508 0.612889
86.5799 13.8101 0.414541 0.249271
50.0106 12.051 0.982675 -0.866685
79.9031 13.6719 -0.524318 -0.525979
8.76981 6.9715 -0.961945 0.925032
80.6329 13.0844 -0.319354 -0.986823
219.292 15.0333 0.822867 0.342127
150.94 14.8492 -0.992839 -0.793409
79.7934 13.7852 0.820046 -0.424663
281.466 17.113 -0.167681 -0.694008
-18.7275 8.48927 0.968146 -nan
-26.0573 13.755 -0.557368 -nan
73.3514 9.92014 -0.943596 0.597856
92.6143 13.7757 -0.364638 0.680495
81.5814 9.93406 0.146356 0.819487
23.8749 7.72378 -0.983905 0.597908
329.109 18.2399 -0.594601 -0.487548
41.7824 11.3134 -0.999111 0.497344
42.0025 11.2516 -0.998544 0.975843
313.061 17.7885 -0.0158955 0.335877
5.69921 4.38169 -0.0182571 0.574364
18.0358 5.91899 -0.799015 0.692433
317.057 17.9693 0.535253 0.637349
175.529 14.9353 -0.268768 -0.608737
5.89621 5.84139 0.91425 -0.713014
171.554 13.4838 -0.46046 0.298862
14.2399 13.3965 0.481031 -0.760614
5.18654 3.39651 -0.810033 -0.887509
-45.4897 13.7566 -0.999439 -nan
76.4268 13.8279 0.996012 0.966642
239.202 15.8094 0.980578 0.890684
3.70293 3.81259 -0.808736 0.901741
16.8879 5.6547 -0.927297 0.906858
81.5325 10.8258 0.509501 -0.416261
283.538 16.9538 0.956657 0.645378
79.7176 12.233 0.991936 -0.310091
271.714 16.8097 0.558306 0.588475
23.0852 12.3327 -0.544733 0.960226
78.8784 13.7599 -0.93185 -0.722052
14.9872 5.01236 0.952134 -0.54215
25.5032 10.1227 -0.997573 0.934234
-4.28103 3.81314 -0.885091 -nan
40.2385 6.53941 -0.921761 -0.394933
186.263 14.9628 -0.17952 0.897996
-32.9495 11.819 -0.998759 -nan
89.2685 12.3142 -0.709541 -0.091
20.3449 13.787 0.278946 -0.998879
67.2859 13.9795 0.0117741 0.977616
70.4893 13.7633 -0.983948 0.175057
13.807 5.49402 -0.969081 0.489694
75.4585 13.4259 -0.457075 0.561904
125.333 14.0515 -0.718986 -0.748675
5.71644 5.10836 0.944171 0.685703
84.2708 13.7695 -0.990502 -0.92585
79.3146 13.7563 0.937611 0.876284
78.028 12.4141 0.770749 -0.454692
57.6069 13.8017 -0.976681 -0.826219
81.3789 13.9718 0.951715 0.750507
100.005 12.1337 0.406957 0.786254
83.1626 13.8298 0.814258 0.611951
80.8788 11.3173 -0.946312 0.474669
280.812 17.0509 0.983807 0.784208
337.763 18.4338 0.166911 0.00830191
86.355 13.8208 -0.269909 -0.559558
77.3272 13.5968 -0.998281 0.338467
124.888 14.1057 -0.327359 -0.869225
12.7455 4.8383 -0.965548 0.10615
13.8063 13.7647 0.42738 -0.999927
274.866 16.6695 -0.406284 -0.664083
11.2547 5.39834 0.851978 0.0708063
37.6207 7.9837 -0.968234 -0.950525
80.096 13.7806 0.0212347 -0.438049
-9.91505 10.4455 -0.968714 -nan
12.6035 3.8806 0.056979 0.647323
9.85325 4.31335 0.879645 0.0114621
216.025 14.8641 -0.0879557 -0.34932
75.8003 13.79 -0.985533 -0.887053
147.459 12.3088 -0.834722 -0.819864
75.8712 13.9559 0.921869 0.840786
320.522 18.0065 -0.397981 -0.842406
2.67583 4.23782 0.917518 -0.967995
197.787 14.7637 0.670996 0.576199
80.3822 9.67924 0.746253 0.207006
-39.6358 12.8429 -0.998469 -nan
17.9447 6.66214 0.95453 -0.0443266
212.103 15.7236 -0.0802 0.329006
89.5863 13.7769 -0.914347 -0.897362
75.986 13.6885 -0.909497 -0.723696
72.82 13.1177 0.998634 0.664602
96.3429 13.787 0.991019 0.370819
78.9344 10.1534 -0.655834 9.59751e-05
222.382 15.6652 -0.908239 -0.738068
131.878 12.0418 -0.888324 0.238633
90.9011 13.7378 -0.994737 -0.525199
322.121 18.006 0.330439 0.40052
70.382 13.7651 -0.949801 0.0842775
